PDEC.223.1.P00010054	PJENN.M.1.P00330030,PJENN.M.1.P01930052	PNOV.TE.1.P01410040,PNOV.TE.1.P00360013	POCT.K8.1.P71800002769770160
PDEC.223.1.P01510103,PDEC.223.1.P00060101	PJENN.M.1.P01200105	PNOV.TE.1.P08130004	POCT.K8.1.P71800002769720401,POCT.K8.1.P71800002770610094
PDEC.223.1.P01510106,PDEC.223.1.P00060106	PJENN.M.1.P01200109,PJENN.M.1.P01990064	PNOV.TE.1.P08130001,PNOV.TE.1.P00770068	POCT.K8.1.P71800002769720398,POCT.K8.1.P71800002770610099
PDEC.223.1.P01510108,PDEC.223.1.P00060108	PJENN.M.1.P01200111,PJENN.M.1.P01990066	PNOV.TE.1.P00740078,PNOV.TE.1.P00770066	POCT.K8.1.P71800002769720395,POCT.K8.1.P71800002770610101
PDEC.223.1.P00100226,PDEC.223.1.P00060150	PJENN.M.1.P01360109,PJENN.M.1.P02340038	PNOV.TE.1.P00740037,PNOV.TE.1.P00770030	POCT.K8.1.P71800002769720356,POCT.K8.1.P71800002770610145
PDEC.223.1.P00060153	PJENN.M.1.P02340042,PJENN.M.1.P01360106	PNOV.TE.1.P00770027,PNOV.TE.1.P00740034	POCT.K8.1.P71800002770610148
PDEC.223.1.P00100220,PDEC.223.1.P00060157	PJENN.M.1.P01360102,PJENN.M.1.P02340046	PNOV.TE.1.P00740030,PNOV.TE.1.P00770023	POCT.K8.1.P71800002769720350,POCT.K8.1.P71800002770610152
PDEC.223.1.P00100212,PDEC.223.1.P00060165	PJENN.M.1.P01360093,NA	PNOV.TE.1.P00740020,PNOV.TE.1.P00770015	POCT.K8.1.P71800002769720340,POCT.K8.1.P71800002770610159
PDEC.223.1.P00100088,PDEC.223.1.P00060290	PJENN.M.1.P02130032	PNOV.TE.1.P04870028,PNOV.TE.1.P04740029	POCT.K8.1.P71800002769720215,POCT.K8.1.P71800002770610282
PDEC.223.1.P00070039,NA	PJENN.M.1.P01070092,PJENN.M.1.P00080020	PNOV.TE.1.P04040034,NA	POCT.K8.1.P71800002769350211,POCT.K8.1.P71800002770600056
PDEC.223.1.P00070041,PDEC.223.1.P00150004	PJENN.M.1.P01070090,PJENN.M.1.P00080022	PNOV.TE.1.P04040032,PNOV.TE.1.P03730034	POCT.K8.1.P71800002769350209,POCT.K8.1.P71800002770600058
PDEC.223.1.P00070055,PDEC.223.1.P00150017	PJENN.M.1.P01070076,PJENN.M.1.P00080038	PNOV.TE.1.P04040018,PNOV.TE.1.P03730021	POCT.K8.1.P71800002769350196,POCT.K8.1.P71800002770600070
PDEC.223.1.P00070068,PDEC.223.1.P00150027	PJENN.M.1.P01070063,PJENN.M.1.P00080052	PNOV.TE.1.P04040007,PNOV.TE.1.P03730009	POCT.K8.1.P71800002769350185,POCT.K8.1.P71800002770600083
PDEC.223.1.P00070103,PDEC.223.1.P00150065	PJENN.M.1.P01070018,PJENN.M.1.P00080093	PNOV.TE.1.P03240020	POCT.K8.1.P71800002769350152,POCT.K8.1.P71800002770600120
PDEC.223.1.P00070161,PDEC.223.1.P00150122	PJENN.M.1.P01520040,PJENN.M.1.P00080157	PNOV.TE.1.P07470007,PNOV.TE.1.P06430006	POCT.K8.1.P71800002769350096,POCT.K8.1.P71800002770600185
PDEC.223.1.P00070173,PDEC.223.1.P00150135	PJENN.M.1.P01520057,PJENN.M.1.P00080172	PNOV.TE.1.P05370012,PNOV.TE.1.P06320006	POCT.K8.1.P71800002769350084,POCT.K8.1.P71800002770600195
PDEC.223.1.P00070182,PDEC.223.1.P00150148	PJENN.M.1.P01520070,PJENN.M.1.P00080181	PNOV.TE.1.P05370003,PNOV.TE.1.P06320018	POCT.K8.1.P71800002769350074,POCT.K8.1.P71800002770600206
PDEC.223.1.P00070061,PDEC.223.1.P00150022	PJENN.M.1.P01070069,PJENN.M.1.P00080045	PNOV.TE.1.P04040013,PNOV.TE.1.P03730014	POCT.K8.1.P71800002769350191,POCT.K8.1.P71800002770600075
PDEC.223.1.P00070069,PDEC.223.1.P00150028	PJENN.M.1.P01070062,PJENN.M.1.P00080053	PNOV.TE.1.P04040006,PNOV.TE.1.P03730008	POCT.K8.1.P71800002769350184,POCT.K8.1.P71800002770600084
PDEC.223.1.P00070072,PDEC.223.1.P00150032	PJENN.M.1.P01070057,PJENN.M.1.P00080057	PNOV.TE.1.P04040003,PNOV.TE.1.P03730004	POCT.K8.1.P71800002769350181,POCT.K8.1.P71800002770600088
PDEC.223.1.P00070073,PDEC.223.1.P00150033	PJENN.M.1.P01070056,PJENN.M.1.P00080058	PNOV.TE.1.P04040002,PNOV.TE.1.P03730003	POCT.K8.1.P71800002769350180,POCT.K8.1.P71800002770600089
PDEC.223.1.P00070104,PDEC.223.1.P00150067	PJENN.M.1.P01070017,PJENN.M.1.P00080095	PNOV.TE.1.P03240021,PNOV.TE.1.P01090054	POCT.K8.1.P71800002769350151,POCT.K8.1.P71800002770600123
PDEC.223.1.P00070105	PJENN.M.1.P01070016,PJENN.M.1.P00080096	PNOV.TE.1.P03240022,PNOV.TE.1.P01090053	POCT.K8.1.P71800002769350150
PDEC.223.1.P00070106,PDEC.223.1.P00150069	PJENN.M.1.P01070015,PJENN.M.1.P00080098	PNOV.TE.1.P03240023,PNOV.TE.1.P01090051	POCT.K8.1.P71800002769350149,POCT.K8.1.P71800002770600124
PDEC.223.1.P00070106,PDEC.223.1.P00150069	PJENN.M.1.P01070015,PJENN.M.1.P00080098	PNOV.TE.1.P03240023,PNOV.TE.1.P01090051	POCT.K8.1.P71800002769350149,POCT.K8.1.P71800002770600124
PDEC.223.1.P00070113,PDEC.223.1.P00150073	PJENN.M.1.P01070008,PJENN.M.1.P00080103	PNOV.TE.1.P03240030,PNOV.TE.1.P01090044	POCT.K8.1.P71800002769350143,POCT.K8.1.P71800002770600129
PDEC.223.1.P00070128,PDEC.223.1.P00150087	PJENN.M.1.P01520005,PJENN.M.1.P00080115	PNOV.TE.1.P02870007,PNOV.TE.1.P01090030	POCT.K8.1.P71800002769350130,POCT.K8.1.P71800002770600149
PDEC.223.1.P00070169,PDEC.223.1.P00150132	PJENN.M.1.P01520052,PJENN.M.1.P00080168	PNOV.TE.1.P05370016,PNOV.TE.1.P06320003	POCT.K8.1.P71800002769350089,POCT.K8.1.P71800002770600192
PDEC.223.1.P00070171,PDEC.223.1.P00150133	PJENN.M.1.P01520054,PJENN.M.1.P00080170	PNOV.TE.1.P05370014,PNOV.TE.1.P06320004	POCT.K8.1.P71800002769350087,POCT.K8.1.P71800002770600193
PDEC.223.1.P00070186,NA	PJENN.M.1.P01520074,PJENN.M.1.P00080185	PNOV.TE.1.P01100073,NA	POCT.K8.1.P71800002769350070
PDEC.223.1.P00570139,PDEC.223.1.P00070282	PJENN.M.1.P01050098,PJENN.M.1.P01090090	PNOV.TE.1.P01720040,PNOV.TE.1.P02970002	POCT.K8.1.P71800002770760151
PDEC.223.1.P00080011	PJENN.M.1.P01770015,PJENN.M.1.P03500004	PNOV.TE.1.P00310095,PNOV.TE.1.P00290106	POCT.K8.1.P71800002770410012
PDEC.223.1.P00430077,PDEC.223.1.P00080074	PJENN.M.1.P01440016	PNOV.TE.1.P00310037,PNOV.TE.1.P00290048	POCT.K8.1.P71800002769500075,POCT.K8.1.P71800002770410074
PDEC.223.1.P00080169	PJENN.M.1.P01040074	PNOV.TE.1.P00180066	POCT.K8.1.P71800002770670030
PDEC.223.1.P01100043,PDEC.223.1.P00080179	PJENN.M.1.P01040063	PNOV.TE.1.P00230056,PNOV.TE.1.P00180057	POCT.K8.1.P71800002770820062,POCT.K8.1.P71800002770670039
PDEC.223.1.P00430141,PDEC.223.1.P00080010	PJENN.M.1.P01770014,PJENN.M.1.P03500003	PNOV.TE.1.P00290111	POCT.K8.1.P71800002769500142,POCT.K8.1.P71800002770410010
PDEC.223.1.P00430132,PDEC.223.1.P00080021	PJENN.M.1.P01770024,PJENN.M.1.P03500012	PNOV.TE.1.P00310086,PNOV.TE.1.P00290097	POCT.K8.1.P71800002769500133,POCT.K8.1.P71800002770410021
PDEC.223.1.P00430132,PDEC.223.1.P00080021	PJENN.M.1.P01770024,PJENN.M.1.P03500012	PNOV.TE.1.P00310086,PNOV.TE.1.P00290097	POCT.K8.1.P71800002769500133,POCT.K8.1.P71800002770410021
PDEC.223.1.P00430122,PDEC.223.1.P00080027	PJENN.M.1.P01770033,PJENN.M.1.P03500021	PNOV.TE.1.P00310077,PNOV.TE.1.P00290090	POCT.K8.1.P71800002769500124,POCT.K8.1.P71800002770410027
PDEC.223.1.P00430105,PDEC.223.1.P00080047	PJENN.M.1.P00860128,NA	PNOV.TE.1.P00310059,PNOV.TE.1.P00290071	POCT.K8.1.P71800002769500106,POCT.K8.1.P71800002770410049
PDEC.223.1.P00430067,PDEC.223.1.P00080085	PJENN.M.1.P01440028	PNOV.TE.1.P00310027,PNOV.TE.1.P00290037	POCT.K8.1.P71800002769500064,POCT.K8.1.P71800002770410085
PDEC.223.1.P00080097	PJENN.M.1.P01440041	PNOV.TE.1.P00290026	POCT.K8.1.P71800002770410097
PDEC.223.1.P00080097	PJENN.M.1.P01440041	PNOV.TE.1.P00290026	POCT.K8.1.P71800002770410097
PDEC.223.1.P00080155	NA,PJENN.M.1.P01040087	PNOV.TE.1.P00230073,PNOV.TE.1.P00180081	POCT.K8.1.P71800002770670016
PDEC.223.1.P01100025,PDEC.223.1.P00080156	PJENN.M.1.P01040086,NA	PNOV.TE.1.P00230072,PNOV.TE.1.P00180080	POCT.K8.1.P71800002770820080,POCT.K8.1.P71800002770670017
PDEC.223.1.P01100037,PDEC.223.1.P00080173	PJENN.M.1.P01040070	PNOV.TE.1.P00180063	POCT.K8.1.P71800002770820068,POCT.K8.1.P71800002770670033
PDEC.223.1.P00090014,PDEC.223.1.P00170205	PJENN.M.1.P00060263,PJENN.M.1.P00220021	PNOV.TE.1.P04970012,PNOV.TE.1.P05310015	POCT.K8.1.P71800002766750246,POCT.K8.1.P71800002766620206
PDEC.223.1.P00090039,PDEC.223.1.P00170175	PJENN.M.1.P00060236,PJENN.M.1.P00220049	PNOV.TE.1.P00810007	POCT.K8.1.P71800002766750222,POCT.K8.1.P71800002766620183
PDEC.223.1.P00090039,PDEC.223.1.P00170175	PJENN.M.1.P00060236,PJENN.M.1.P00220049	PNOV.TE.1.P00810007	POCT.K8.1.P71800002766750222,POCT.K8.1.P71800002766620183
PDEC.223.1.P00090046,PDEC.223.1.P00170168	PJENN.M.1.P00060230,PJENN.M.1.P00220057	PNOV.TE.1.P00810014,PNOV.TE.1.P01020013	POCT.K8.1.P71800002766750216,POCT.K8.1.P71800002766620177
PDEC.223.1.P00090051,PDEC.223.1.P00170162	PJENN.M.1.P00220063,PJENN.M.1.P00060224	PNOV.TE.1.P00810019,PNOV.TE.1.P01020018	POCT.K8.1.P71800002766750211,POCT.K8.1.P71800002766620172
PDEC.223.1.P00090060,PDEC.223.1.P00170154	PJENN.M.1.P00060215,PJENN.M.1.P00220073	PNOV.TE.1.P00810028,PNOV.TE.1.P01020027	POCT.K8.1.P71800002766750202,POCT.K8.1.P71800002766620163
PDEC.223.1.P00090086,PDEC.223.1.P00170131	PJENN.M.1.P00060184	PNOV.TE.1.P00810050,PNOV.TE.1.P01020048	POCT.K8.1.P71800002766750179,POCT.K8.1.P71800002766620136
PDEC.223.1.P00090090,PDEC.223.1.P00170125	PJENN.M.1.P00060176,PJENN.M.1.P00220105	PNOV.TE.1.P00810055,PNOV.TE.1.P01020054	POCT.K8.1.P71800002766750175,POCT.K8.1.P71800002766620130
PDEC.223.1.P00090098	PJENN.M.1.P00060168,PJENN.M.1.P00220113	PNOV.TE.1.P00810062,PNOV.TE.1.P01020059	POCT.K8.1.P71800002766750167
PDEC.223.1.P00090102,PDEC.223.1.P00170120	PJENN.M.1.P00060164,PJENN.M.1.P00220117	PNOV.TE.1.P00810066,PNOV.TE.1.P01020060	POCT.K8.1.P71800002766750163,POCT.K8.1.P71800002766620125
PDEC.223.1.P00090142,PDEC.223.1.P00170086	PJENN.M.1.P00060120,PJENN.M.1.P00220165	PNOV.TE.1.P01050035,PNOV.TE.1.P01240035	POCT.K8.1.P71800002766750120,POCT.K8.1.P71800002766620091
PDEC.223.1.P00090153,PDEC.223.1.P00170080	PJENN.M.1.P00060106,PJENN.M.1.P00220170	PNOV.TE.1.P01050025,PNOV.TE.1.P01240028	POCT.K8.1.P71800002766750109,POCT.K8.1.P71800002766620085
PDEC.223.1.P00090160,PDEC.223.1.P00170076	PJENN.M.1.P00220176	PNOV.TE.1.P01050018,PNOV.TE.1.P01240023	POCT.K8.1.P71800002766750101,POCT.K8.1.P71800002766620079
PDEC.223.1.P00090206,PDEC.223.1.P00170039	PJENN.M.1.P01840013,PJENN.M.1.P00060061	PNOV.TE.1.P06050019,PNOV.TE.1.P06610003	POCT.K8.1.P71800002766750064,POCT.K8.1.P71800002766620040
PDEC.223.1.P00090230,PDEC.223.1.P00170020	PJENN.M.1.P01840040,PJENN.M.1.P00060040	PNOV.TE.1.P02480035,PNOV.TE.1.P02530021	POCT.K8.1.P71800002766750041,POCT.K8.1.P71800002766620021
PDEC.223.1.P00090238,PDEC.223.1.P00170011	PJENN.M.1.P01840048,PJENN.M.1.P00060031	PNOV.TE.1.P02480028,PNOV.TE.1.P02530013	POCT.K8.1.P71800002766750032,POCT.K8.1.P71800002766620013
PDEC.223.1.P00090242	PJENN.M.1.P00060026	PNOV.TE.1.P02480024	POCT.K8.1.P71800002766750028
PDEC.223.1.P00090242	PJENN.M.1.P00060026	PNOV.TE.1.P02480024	POCT.K8.1.P71800002766750028
PDEC.223.1.P00090017,PDEC.223.1.P00170202	PJENN.M.1.P00060260,PJENN.M.1.P00220024	PNOV.TE.1.P04970015,PNOV.TE.1.P05310013	POCT.K8.1.P71800002766750243,POCT.K8.1.P71800002766620204
PDEC.223.1.P00090025,PDEC.223.1.P00170194	PJENN.M.1.P00060250,PJENN.M.1.P00220034	PNOV.TE.1.P05310006	POCT.K8.1.P71800002766750235,POCT.K8.1.P71800002766620197
PDEC.223.1.P00090034	PJENN.M.1.P00060240,PJENN.M.1.P00220044	PNOV.TE.1.P00810003	POCT.K8.1.P71800002766750226
PDEC.223.1.P00090034	PJENN.M.1.P00060240,PJENN.M.1.P00220044	PNOV.TE.1.P00810003	POCT.K8.1.P71800002766750226
PDEC.223.1.P00090043,PDEC.223.1.P00170171	PJENN.M.1.P00060233,PJENN.M.1.P00220053	PNOV.TE.1.P00810010,PNOV.TE.1.P01020010	POCT.K8.1.P71800002766750219,POCT.K8.1.P71800002766620180
PDEC.223.1.P00090068,PDEC.223.1.P00170145	PJENN.M.1.P00220081,PJENN.M.1.P00060205	PNOV.TE.1.P00810036,PNOV.TE.1.P01020035	POCT.K8.1.P71800002766750194,POCT.K8.1.P71800002766620151
PDEC.223.1.P00090094	PJENN.M.1.P00060172,PJENN.M.1.P00220109	PNOV.TE.1.P00810058	POCT.K8.1.P71800002766750171
PDEC.223.1.P00090137,PDEC.223.1.P00170088	PJENN.M.1.P00060125,PJENN.M.1.P00220169	PNOV.TE.1.P01050038,PNOV.TE.1.P01240037	POCT.K8.1.P71800002766750123,POCT.K8.1.P71800002766620093
PDEC.223.1.P00090150	PJENN.M.1.P00060109	PNOV.TE.1.P01050028	POCT.K8.1.P71800002766750112
PDEC.223.1.P00090161,PDEC.223.1.P00170075	PJENN.M.1.P00060100,PJENN.M.1.P00220177	PNOV.TE.1.P01050017,PNOV.TE.1.P01240022	POCT.K8.1.P71800002766750100,POCT.K8.1.P71800002766620078
PDEC.223.1.P00090207,PDEC.223.1.P00170038	PJENN.M.1.P01840014,PJENN.M.1.P00060060	PNOV.TE.1.P06050020,PNOV.TE.1.P06610002	POCT.K8.1.P71800002766750063,POCT.K8.1.P71800002766620039
PDEC.223.1.P00090235,PDEC.223.1.P00170013	PJENN.M.1.P01840045,PJENN.M.1.P00060033	PNOV.TE.1.P02480031,PNOV.TE.1.P02530015	POCT.K8.1.P71800002766750035,POCT.K8.1.P71800002766620015
PDEC.223.1.P00100080,PDEC.223.1.P00060297	PJENN.M.1.P02130023,NA	PNOV.TE.1.P04420005,PNOV.TE.1.P04010006	POCT.K8.1.P71800002769720208,POCT.K8.1.P71800002770610289
PDEC.223.1.P00100088,PDEC.223.1.P00060290	PJENN.M.1.P02130032	PNOV.TE.1.P04870028,PNOV.TE.1.P04740029	POCT.K8.1.P71800002769720215,POCT.K8.1.P71800002770610282
PDEC.223.1.P00100198	PJENN.M.1.P01360073,NA	PNOV.TE.1.P00740007	POCT.K8.1.P71800002769720326
PDEC.223.1.P00100213,PDEC.223.1.P00060164	PJENN.M.1.P01360094,NA	PNOV.TE.1.P00740021,PNOV.TE.1.P00770016	POCT.K8.1.P71800002769720341,POCT.K8.1.P71800002770610158
PDEC.223.1.P00100226,PDEC.223.1.P00060150	PJENN.M.1.P01360109,PJENN.M.1.P02340038	PNOV.TE.1.P00740037,PNOV.TE.1.P00770030	POCT.K8.1.P71800002769720356,POCT.K8.1.P71800002770610145
PDEC.223.1.P00100243,PDEC.223.1.P00060134	PJENN.M.1.P01360121,PJENN.M.1.P02340021	PNOV.TE.1.P00740051,PNOV.TE.1.P00770044	POCT.K8.1.P71800002769720369,POCT.K8.1.P71800002770610126
PDEC.223.1.P00100076	PJENN.M.1.P02130018,NA	PNOV.TE.1.P04420009,PNOV.TE.1.P04010011	POCT.K8.1.P71800002769720202
PDEC.223.1.P00100078,PDEC.223.1.P00060300	PJENN.M.1.P02130020,NA	PNOV.TE.1.P04420008,PNOV.TE.1.P04010009	POCT.K8.1.P71800002769720204
PDEC.223.1.P00100110,PDEC.223.1.P00060268	PJENN.M.1.P02130054	PNOV.TE.1.P04870006,PNOV.TE.1.P04740005	POCT.K8.1.P71800002769720235,POCT.K8.1.P71800002770610260
PDEC.223.1.P00100129,PDEC.223.1.P00060251	PJENN.M.1.P02130077,PJENN.M.1.P01280071	PNOV.TE.1.P03540013,PNOV.TE.1.P03220013	POCT.K8.1.P71800002769720256,POCT.K8.1.P71800002770610243
PDEC.223.1.P00100250	NA,PJENN.M.1.P01360127	PNOV.TE.1.P00740058	POCT.K8.1.P71800002769720377
PDEC.223.1.P01000039,PDEC.223.1.P00110052	PJENN.M.1.P01350003,PJENN.M.1.P01460003	PNOV.TE.1.P00940021,PNOV.TE.1.P00520018	POCT.K8.1.P71800002769000064,POCT.K8.1.P71800002769600075
PDEC.223.1.P01000039,PDEC.223.1.P00110052	PJENN.M.1.P01350003,PJENN.M.1.P01460003	PNOV.TE.1.P00940021,PNOV.TE.1.P00520018	POCT.K8.1.P71800002769000064,POCT.K8.1.P71800002769600075
PDEC.223.1.P01000039,PDEC.223.1.P00110052	PJENN.M.1.P01350003,PJENN.M.1.P01460003	PNOV.TE.1.P00940021,PNOV.TE.1.P00520018	POCT.K8.1.P71800002769000064,POCT.K8.1.P71800002769600075
PDEC.223.1.P01000044,PDEC.223.1.P00110056	PJENN.M.1.P01350008	PNOV.TE.1.P00940025,PNOV.TE.1.P00520022	POCT.K8.1.P71800002769000068,POCT.K8.1.P71800002769600079
PDEC.223.1.P01000073,PDEC.223.1.P00110092	PJENN.M.1.P01350051,PJENN.M.1.P01460042	PNOV.TE.1.P00940049,PNOV.TE.1.P00520055	POCT.K8.1.P71800002769000095,POCT.K8.1.P71800002769600125
PDEC.223.1.P01000091,PDEC.223.1.P00110109	PJENN.M.1.P01350069,PJENN.M.1.P01460057	PNOV.TE.1.P00940064,PNOV.TE.1.P00520070	POCT.K8.1.P71800002769000109,POCT.K8.1.P71800002769600142
PDEC.223.1.P01000096,PDEC.223.1.P00110116	PJENN.M.1.P01350076,PJENN.M.1.P01460065	PNOV.TE.1.P00520076	POCT.K8.1.P71800002769600149
PDEC.223.1.P01000096,PDEC.223.1.P00110116	PJENN.M.1.P01350076,PJENN.M.1.P01460065	PNOV.TE.1.P00520076	POCT.K8.1.P71800002769600149
PDEC.223.1.P00110151	PJENN.M.1.P03010013	PNOV.TE.1.P03890029	POCT.K8.1.P71800002769600180
PDEC.223.1.P00110162,PDEC.223.1.P00830046	PJENN.M.1.P03010024,PJENN.M.1.P02710022	PNOV.TE.1.P03890018,PNOV.TE.1.P01870030	POCT.K8.1.P71800002769600190,POCT.K8.1.P71800002769460020
PDEC.223.1.P00110215	PJENN.M.1.P02390037,PJENN.M.1.P03210011	PNOV.TE.1.P01560035	POCT.K8.1.P71800002769740022
PDEC.223.1.P01000040,PDEC.223.1.P00110053	PJENN.M.1.P01350004,PJENN.M.1.P01460004	PNOV.TE.1.P00940022,PNOV.TE.1.P00520019	POCT.K8.1.P71800002769000065,POCT.K8.1.P71800002769600076
PDEC.223.1.P01000054,PDEC.223.1.P00110074	PJENN.M.1.P01350028,PJENN.M.1.P01460021	PNOV.TE.1.P00940033,PNOV.TE.1.P00520039	POCT.K8.1.P71800002769000077,POCT.K8.1.P71800002769600105
PDEC.223.1.P01000066,PDEC.223.1.P00110085	PJENN.M.1.P01350041,PJENN.M.1.P01460034	PNOV.TE.1.P00940043,PNOV.TE.1.P00520048	POCT.K8.1.P71800002769000088,POCT.K8.1.P71800002769600118
PDEC.223.1.P01000066,PDEC.223.1.P00110085	PJENN.M.1.P01350041,PJENN.M.1.P01460034	PNOV.TE.1.P00940043,PNOV.TE.1.P00520048	POCT.K8.1.P71800002769000088,POCT.K8.1.P71800002769600118
PDEC.223.1.P00110094	PJENN.M.1.P01350053	PNOV.TE.1.P00520057	POCT.K8.1.P71800002769600127
PDEC.223.1.P01000078,PDEC.223.1.P00110099	PJENN.M.1.P01350057,PJENN.M.1.P01460047	PNOV.TE.1.P00940054,PNOV.TE.1.P00520062	POCT.K8.1.P71800002769000100,POCT.K8.1.P71800002769600132
PDEC.223.1.P00110161	PJENN.M.1.P03010023,PJENN.M.1.P02710021	PNOV.TE.1.P03890019	POCT.K8.1.P71800002769600189
PDEC.223.1.P00110171,PDEC.223.1.P00830057	PJENN.M.1.P03010035,PJENN.M.1.P02710035	PNOV.TE.1.P03890008,PNOV.TE.1.P01870019	POCT.K8.1.P71800002769600198,POCT.K8.1.P71800002769460031
PDEC.223.1.P00830132,PDEC.223.1.P00110210	PJENN.M.1.P02390043,PJENN.M.1.P03210003	PNOV.TE.1.P01560027,PNOV.TE.1.P01450023	POCT.K8.1.P71800002769460086,POCT.K8.1.P71800002769740017
PDEC.223.1.P00360068,PDEC.223.1.P00120074	PJENN.M.1.P02170035,PJENN.M.1.P02050050	PNOV.TE.1.P00800063,PNOV.TE.1.P01520036	POCT.K8.1.P71800002770620084,POCT.K8.1.P71800002769590083
PDEC.223.1.P00360084,PDEC.223.1.P00120094	PJENN.M.1.P02170017,PJENN.M.1.P02050068	PNOV.TE.1.P00800078,PNOV.TE.1.P01520018	POCT.K8.1.P71800002770620100,POCT.K8.1.P71800002769590101
PDEC.223.1.P00360096,PDEC.223.1.P00120109	PJENN.M.1.P02170005,PJENN.M.1.P02050082	PNOV.TE.1.P01520005	POCT.K8.1.P71800002770620112,POCT.K8.1.P71800002769590113
PDEC.223.1.P00360099,PDEC.223.1.P00120113	PJENN.M.1.P02170001,PJENN.M.1.P02050088	PNOV.TE.1.P00800094,PNOV.TE.1.P01520001	POCT.K8.1.P71800002770620116,POCT.K8.1.P71800002769590117
PDEC.223.1.P00360113,PDEC.223.1.P00120130	PJENN.M.1.P02070016,PJENN.M.1.P02450013	PNOV.TE.1.P01490044,PNOV.TE.1.P01250046	POCT.K8.1.P71800002770620129,POCT.K8.1.P71800002769590142
PDEC.223.1.P00120131	PJENN.M.1.P02070017,PJENN.M.1.P02450016	PNOV.TE.1.P01250045	POCT.K8.1.P71800002769590143
PDEC.223.1.P00120132	PJENN.M.1.P02070019,PJENN.M.1.P02450018	PNOV.TE.1.P01250044	POCT.K8.1.P71800002769590144
PDEC.223.1.P00360122,PDEC.223.1.P00120138	PJENN.M.1.P02070026,PJENN.M.1.P02450025	PNOV.TE.1.P01490035,PNOV.TE.1.P01250039	POCT.K8.1.P71800002770620137,POCT.K8.1.P71800002769590150
PDEC.223.1.P00120143	PJENN.M.1.P02070032,PJENN.M.1.P02450030	PNOV.TE.1.P01250034	POCT.K8.1.P71800002769590155
PDEC.223.1.P00120144	PJENN.M.1.P02070033	PNOV.TE.1.P01250033	POCT.K8.1.P71800002769590156
PDEC.223.1.P00360142,PDEC.223.1.P00120161	PJENN.M.1.P02070051,PJENN.M.1.P02450053	PNOV.TE.1.P01490014,PNOV.TE.1.P01250015	POCT.K8.1.P71800002770620155,POCT.K8.1.P71800002769590172
PDEC.223.1.P00360157,PDEC.223.1.P00120173	PJENN.M.1.P02070063,PJENN.M.1.P02450065	PNOV.TE.1.P01490004,PNOV.TE.1.P01250004	POCT.K8.1.P71800002770620168,POCT.K8.1.P71800002769590183
PDEC.223.1.P00360182,PDEC.223.1.P00120196	PJENN.M.1.P02110050,PJENN.M.1.P01870027	PNOV.TE.1.P03080019,PNOV.TE.1.P04020020	POCT.K8.1.P71800002770620197,POCT.K8.1.P71800002769590205
PDEC.223.1.P02710056,PDEC.223.1.P00120199	PJENN.M.1.P02110047,PJENN.M.1.P01870030	PNOV.TE.1.P04020023	POCT.K8.1.P71800002770620200,POCT.K8.1.P71800002769590208
PDEC.223.1.P02710040,PDEC.223.1.P00120216	PJENN.M.1.P02110026,PJENN.M.1.P01870049	PNOV.TE.1.P03000030,PNOV.TE.1.P03640022	POCT.K8.1.P71800002770620218,POCT.K8.1.P71800002769590223
PDEC.223.1.P02710036,PDEC.223.1.P00120219	PJENN.M.1.P01870053	PNOV.TE.1.P03000025,PNOV.TE.1.P03640019	POCT.K8.1.P71800002770620222,POCT.K8.1.P71800002769590226
PDEC.223.1.P00360007,PDEC.223.1.P00120008	PJENN.M.1.P02650020,PJENN.M.1.P03100011	PNOV.TE.1.P00800002,PNOV.TE.1.P05520006	POCT.K8.1.P71800002770620024,POCT.K8.1.P71800002769590020
PDEC.223.1.P00360022,PDEC.223.1.P00120025	PJENN.M.1.P02650037	PNOV.TE.1.P00800017,PNOV.TE.1.P04300025	POCT.K8.1.P71800002770620039,POCT.K8.1.P71800002769590035
PDEC.223.1.P00360044,PDEC.223.1.P00120049	PJENN.M.1.P02170058,PJENN.M.1.P02050023	PNOV.TE.1.P00800038,PNOV.TE.1.P01520057	POCT.K8.1.P71800002770620062,POCT.K8.1.P71800002769590060
PDEC.223.1.P00120057	PJENN.M.1.P02050032	PNOV.TE.1.P01520051,PNOV.TE.1.P00800044	POCT.K8.1.P71800002769590067
PDEC.223.1.P00360128,PDEC.223.1.P00120149	PJENN.M.1.P02070037,PJENN.M.1.P02450036	PNOV.TE.1.P01490028,PNOV.TE.1.P01250026	POCT.K8.1.P71800002770620142,POCT.K8.1.P71800002769590161
PDEC.223.1.P00360145,PDEC.223.1.P00120165	PJENN.M.1.P02070054,PJENN.M.1.P02450056	PNOV.TE.1.P01490011,PNOV.TE.1.P01250012	POCT.K8.1.P71800002770620159,POCT.K8.1.P71800002769590176
PDEC.223.1.P00360170,PDEC.223.1.P00120184	PJENN.M.1.P02110061,PJENN.M.1.P01870013	PNOV.TE.1.P03080009,PNOV.TE.1.P04020009	POCT.K8.1.P71800002770620182,POCT.K8.1.P71800002769590194
PDEC.223.1.P02710046,PDEC.223.1.P00120210	PJENN.M.1.P02110032,PJENN.M.1.P01870042	PNOV.TE.1.P03000037,PNOV.TE.1.P03640027	POCT.K8.1.P71800002770620212,POCT.K8.1.P71800002769590219
PDEC.223.1.P02710042,PDEC.223.1.P00120214	PJENN.M.1.P02110028,PJENN.M.1.P01870047	PNOV.TE.1.P03000032,PNOV.TE.1.P03640024	POCT.K8.1.P71800002770620216,POCT.K8.1.P71800002769590222
